Date,WeekC,Location,FB-S UR,FB-S CK,FB-S OB,FB-M UR,FB-M CK,FB-M OB,FB-Fz UR,FB-Fz CK,FB-Fz OB,BL-MS UR,BL-MS CK,BL-MS OB,CR-M UR,CR-M CK,CR-M OB,CR-H UR,CR-H CK,CR-H OB,ST-CR UR,ST-CR CK,ST-CR OB,ST-BL UR,ST-BL CK,ST-BL OB,CR-LG UR,CR-LG CK,CR-LG OB,Direct Labor,Temp Labor,Direct Overtime Pellet,Indirect Labor,Indirect Overtime Pellet,OT % Pellet
18-Jul-17,16-Jul-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Jul-17,16-Jul-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Jul-17,16-Jul-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Jul-17,16-Jul-17,CHI,,,,217898,228096,80360,,,,55923,56423,16380,,,,,,,26442,24420,7945,,,,15261,15260,5130,265,112,,,,
19-Jul-17,16-Jul-17,MEX,24746.47785,3027.932733,1071.979943,54629.64108,39956.60009,12983.3581,,,,0,0,0,,,,,,,,,,,,,,,,44,22,,7,,
19-Jul-17,16-Jul-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Jul-17,16-Jul-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Jul-17,16-Jul-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Jul-17,16-Jul-17,CHI,,,,,,,,,,220307,223608,69720,,,,69142,68796,24030,20789,16608,5215,,,,,,,264,88,,,,
20-Jul-17,16-Jul-17,MEX,0,21717.50896,8437.501769,39054.24099,48175.58329,16124.89315,29739.86514,29740.30606,11570.54916,12400.79625,9019.931344,2783.289825,,,,7303.793418,7304.013877,2413.470524,,,,,,,2137.213852,2137.213852,661.3096624,44,22,,7,,
20-Jul-17,16-Jul-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Jul-17,16-Jul-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Jul-17,16-Jul-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Jul-17,16-Jul-17,CHI,,,,,,,40392,41016,14350,73156,71967,21910,98305,98332,28160,,,,14241,22596,7455,,,,,,,263,67,,,,
21-Jul-17,16-Jul-17,MEX,83558.21857,50580.5882,16729.50086,0,15885.98217,4635.142065,,,,0,3379.762613,931.437585,,,,,,,,,,,,,,,,44,22,,7,,
21-Jul-17,16-Jul-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Jul-17,16-Jul-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Jul-17,16-Jul-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Jul-17,16-Jul-17,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Jul-17,16-Jul-17,MEX,8904.322854,41884.06963,15749.01124,,,,,,,,,,,,,,,,,,,,,,,,,22,22,,,,
22-Jul-17,16-Jul-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Jul-17,16-Jul-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Jul-17,23-Jul-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Jul-17,23-Jul-17,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Jul-17,23-Jul-17,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Jul-17,23-Jul-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Jul-17,23-Jul-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Jul-17,23-Jul-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Jul-17,23-Jul-17,CHI,99651,100500,34580,,,,39818,40644,12250,,,,178485,179100,54610,,,,26644,24575,7945,,,,,,,265,88,,,,
24-Jul-17,23-Jul-17,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,22,,7,,
24-Jul-17,23-Jul-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Jul-17,23-Jul-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Jul-17,23-Jul-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Jul-17,23-Jul-17,CHI,,,,,,,,,,147235,148192,45150,57430,57744,17870,101397,100740,34280,22491,24600,8155,,,,,,,280,77,,,,
25-Jul-17,23-Jul-17,MEX,37363.32353,37362.33146,12922.18084,37107.59155,33923.06708,10917.66102,4814.815824,1895.94396,701.058348,,,,,,,,,,,,,,,,,,,44,22,,7,,
25-Jul-17,23-Jul-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Jul-17,23-Jul-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul-17,23-Jul-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul-17,23-Jul-17,CHI,,,,147870,148625,51310,,,,155511,156308,46060,,,,,,,22426,20400,6930,,,,,,,280,96,,,,
26-Jul-17,23-Jul-17,MEX,0,0,0,59378.31932,36013.10279,11996.25472,21124.34305,17112.65791,6403.771184,,,,,,,,,,,,,,,,,,,44,22,,7,,
26-Jul-17,23-Jul-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul-17,23-Jul-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jul-17,23-Jul-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jul-17,23-Jul-17,CHI,,,,143469,143840,49490,,,,,,,102356,102689,30830,28116,28278,7840,14746,14742,5005,8351,8351,2695,,,,280,70,,,,
27-Jul-17,23-Jul-17,MEX,0,0,0,54058.65331,48635.5922,15714.84015,3406.08537,6929.675174,2769.180475,,,,,,,,,,,,,,,,,,,44,22,,7,,
27-Jul-17,23-Jul-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jul-17,23-Jul-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jul-17,23-Jul-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jul-17,23-Jul-17,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jul-17,23-Jul-17,MEX,40145.51106,15024.58428,5444.776274,2493.386766,34466.74003,10174.71554,0,3406.967204,1402.116696,10723.1063,10722.90789,3322.862249,,,,3138.71318,3138.71318,909.9428715,,,,,,,2180.820563,2180.820563,781.5477829,44,22,,7,,
28-Jul-17,23-Jul-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jul-17,23-Jul-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Jul-17,23-Jul-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Jul-17,23-Jul-17,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Jul-17,23-Jul-17,MEX,0,25121.3677,9379.411137,,,,,,,,,,,,,,,,,,,,,,,,,22,22,,,,
29-Jul-17,23-Jul-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Jul-17,23-Jul-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Jul-17,30-Jul-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Jul-17,30-Jul-17,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Jul-17,30-Jul-17,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Jul-17,30-Jul-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Jul-17,30-Jul-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-Jul-17,30-Jul-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-Jul-17,30-Jul-17,CHI,,,,,,,40033,40560,12600,106512,109472,31010,177929,178150,53610,,,,24644,24636,7875,,,,,,,258,96,,,,
31-Jul-17,30-Jul-17,MEX,18600.09208,18600.59914,6204.807297,31166.23228,9024.252332,3013.117916,,,,,,,,,,,,,,,,,,,,,,44,22,,7,,
31-Jul-17,30-Jul-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-Jul-17,30-Jul-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Aug-17,30-Jul-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Aug-17,30-Jul-17,CHI,,,,69487,70040,25620,,,,155687,156768,48090,108590,108000,33130,,,,108590,108000,33130,,,,,,,256,87,,,,
01-Aug-17,30-Jul-17,MEX,67621.26638,53013.48113,17573.8573,27821.87532,22142.5311,6669.974943,,,,,,,,,,,,,,,,,,,,,,44,22,,7,,
01-Aug-17,30-Jul-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Aug-17,30-Jul-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Aug-17,30-Jul-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Aug-17,30-Jul-17,CHI,,,,160417,159104,53480,,,,155270,157780,48440,,,,,,,20687,22737,7525,,,,,,,265,87,,,,
02-Aug-17,30-Jul-17,MEX,17861.55577,14608.77731,4671.517734,35716.49779,63538.72584,20374.23267,15656.96977,1688.933335,701.058348,,,,,,,,,,,,,,,,,,,44,22,,7,,
02-Aug-17,30-Jul-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Aug-17,30-Jul-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Aug-17,30-Jul-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Aug-17,30-Jul-17,CHI,,,,32915,34080,12110,,,,130843,131274,39410,128992,128628,39470,,,,14532,14532,4690,,,,,,,264,84,,,,
03-Aug-17,30-Jul-17,MEX,57383.16899,30772.73573,8498.105838,0,0,0,7929.895842,18410.49769,6944.225441,10608.46783,10609.48194,2686.288041,,,,2447.09046,2447.773882,721.4287226,,,,,,,,,,44,22,,7,,
03-Aug-17,30-Jul-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Aug-17,30-Jul-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Aug-17,30-Jul-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Aug-17,30-Jul-17,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Aug-17,30-Jul-17,MEX,37164.91079,75546.84123,22493.9421,21578.48777,0,0,0,3486.993676,1367.063779,,,,,,,,,,,,,,,,,,,44,22,,7,,
04-Aug-17,30-Jul-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Aug-17,30-Jul-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Aug-17,30-Jul-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Aug-17,30-Jul-17,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Aug-17,30-Jul-17,MEX,0,6088.361064,1771.935998,0,21577.58389,7100.42036,,,,,,,,,,,,,,,,,,,,,,22,22,,,,
05-Aug-17,30-Jul-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Aug-17,30-Jul-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Aug-17,06-Aug-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Aug-17,06-Aug-17,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Aug-17,06-Aug-17,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Aug-17,06-Aug-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Aug-17,06-Aug-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Aug-17,06-Aug-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Aug-17,06-Aug-17,CHI,,,,,,,39990,40464,12530,106448,107296,32130,191735,192231,59700,,,,24896,24888,8330,,,,,,,255,80,,,,
07-Aug-17,06-Aug-17,MEX,34662.70568,3136.949511,979.938477,,,,,,,,,,,,,,,,,,,,,,,,,22,22,,7,,
07-Aug-17,06-Aug-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Aug-17,06-Aug-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Aug-17,06-Aug-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Aug-17,06-Aug-17,CHI,,,,167303,167837,59710,,,,161400,162288,51310,,,,,,,20975,20970,6860,,,,,,,265,80,,,,
08-Aug-17,06-Aug-17,MEX,88650.81223,84472.63675,30314.71094,,,,,,,,,,,,,,,,,,,,,,,,,44,22,,7,,
08-Aug-17,06-Aug-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Aug-17,06-Aug-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Aug-17,06-Aug-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Aug-17,06-Aug-17,CHI,,,,20577,20664,7140,,,,155763,157366,45220,139640,139230,42960,,,,25010,25008,7910,,,,,,,265,64,,,,
09-Aug-17,06-Aug-17,MEX,40348.33297,38955.91645,12108.68861,34336.42695,34336.60332,10429.34522,6633.599274,6505.953745,2943.12231,,,,,,,,,,,,,,,,,,,44,22,,7,,
09-Aug-17,06-Aug-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Aug-17,06-Aug-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Aug-17,06-Aug-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Aug-17,06-Aug-17,CHI,,,,215177,215940,71540,,,,,,,,,,71152,71720,19600,18860,18855,5985,,,,,,,266,72,,,,
10-Aug-17,06-Aug-17,MEX,66388.9028,64965.18117,21405.07503,0,0,0,17173.72494,17301.15001,6274.802903,5072.752386,4389.94801,1649.581475,,,,,,,,,,,,,2435.207741,2435.207741,781.5477829,44,22,,7,,
10-Aug-17,06-Aug-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Aug-17,06-Aug-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Aug-17,06-Aug-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Aug-17,06-Aug-17,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Aug-17,06-Aug-17,MEX,35057.32657,39195.51086,10455.80025,19971.34457,19971.34457,6384.260597,,,,16878.31042,17560.89433,5510.362707,,,,,,,,,,,,,,,,44,22,,7,,
11-Aug-17,06-Aug-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Aug-17,06-Aug-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Aug-17,06-Aug-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Aug-17,06-Aug-17,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Aug-17,06-Aug-17,MEX,0,34381.70915,11979.72032,,,,,,,,,,,,,,,,,,,,,,,,,22,22,,,,
12-Aug-17,06-Aug-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Aug-17,06-Aug-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Aug-17,13-Aug-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Aug-17,13-Aug-17,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Aug-17,13-Aug-17,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Aug-17,13-Aug-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Aug-17,13-Aug-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Aug-17,13-Aug-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Aug-17,13-Aug-17,CHI,,,,,,,,,,159069,160270,46060,195205,195480,59210,,,,28606,26507,8470,,,,,,,264,112,,,,
14-Aug-17,13-Aug-17,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,22,,7,,
14-Aug-17,13-Aug-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Aug-17,13-Aug-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Aug-17,13-Aug-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Aug-17,13-Aug-17,CHI,,,,160766,161311,52920,,,,157720,160236,50120,,,,,,,12218,14490,4690,,,,12401,10218,3535,264,72,,,,
15-Aug-17,13-Aug-17,MEX,62398.60214,62372.7644,22959.85931,28421.52271,27156.31081,8159.172786,,,,,,,,,,,,,,,,,,,,,,44,22,,7,,
15-Aug-17,13-Aug-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Aug-17,13-Aug-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Aug-17,13-Aug-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Aug-17,13-Aug-17,CHI,,,,162583,163690,56070,,,,,,,175254,174116,57930,,,,20574,20543,6720,,,,2032,4032,1365,265,63,,,,
16-Aug-17,13-Aug-17,MEX,40189.60278,24172.75639,7507.717623,42775.58216,43588.41302,14340.83193,,,,,,,,,,,,,,,,,,,,,,44,22,,7,,
16-Aug-17,13-Aug-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Aug-17,13-Aug-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Aug-17,13-Aug-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Aug-17,13-Aug-17,CHI,,,,,,,,,,95036,95308,28490,,,,99428,99918,30100,6124,6124,1995,,,,10362,10362,3535,261,52,,,,
17-Aug-17,13-Aug-17,MEX,34903.00555,34412.13243,11399.36306,20088.18763,18106.26482,5514.220733,21657.85286,20019.18409,7737.545714,,,,,,,,,,,,,,,,,,,44,22,,7,,
17-Aug-17,13-Aug-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Aug-17,13-Aug-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Aug-17,13-Aug-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Aug-17,13-Aug-17,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Aug-17,13-Aug-17,MEX,47246.48257,42176.48591,13133.8211,20769.40471,23202.95901,7283.952144,0,1638.007398,595.8995958,9896.386554,9897.268388,2762.897405,,,,5585.296585,5585.296585,1663.44832,,,,,,,,,,44,22,,7,,
18-Aug-17,13-Aug-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Aug-17,13-Aug-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Aug-17,13-Aug-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Aug-17,13-Aug-17,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Aug-17,13-Aug-17,MEX,0,23808.66901,7702.272338,,,,,,,,,,,,,,,,,,,,,,,,,22,22,,,,
19-Aug-17,13-Aug-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Aug-17,13-Aug-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Aug-17,20-Aug-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Aug-17,20-Aug-17,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Aug-17,20-Aug-17,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Aug-17,20-Aug-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Aug-17,20-Aug-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Aug-17,20-Aug-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Aug-17,20-Aug-17,CHI,,,,,,,,,,150916,150259,39830,95909,96282,29380,60968,61380,14630,26924,20701,6545,,,,,,,257,79,,,,
21-Aug-17,20-Aug-17,MEX,,,,44995.60026,26329.26037,6964.838321,,,,,,,,,,,,,,,,,,,,,,22,22,,7,,
21-Aug-17,20-Aug-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Aug-17,20-Aug-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Aug-17,20-Aug-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Aug-17,20-Aug-17,CHI,115791,116552,36680,,,,,,,28262,28611,8680,171956,172176,53660,,,,22700,28910,9240,,,,,,,257,64,,,,
22-Aug-17,20-Aug-17,MEX,41935.63489,32192.66548,12024.91434,34883.16428,30119.53894,9501.214514,8361.994698,8361.774239,3189.815483,,,,,,,,,,,,,,,,,,,44,22,,7,,
22-Aug-17,20-Aug-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Aug-17,20-Aug-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Aug-17,20-Aug-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Aug-17,20-Aug-17,CHI,,,,,,,,,,281617,283230,85120,,,,,,,26661,26650,9100,,,,,,,257,56,,,,
23-Aug-17,20-Aug-17,MEX,41338.19209,27140.79052,9716.712795,42749.12713,54152.45844,17571.65271,0,0,0,,,,,,,,,,,,,,,,,,,44,22,,7,,
23-Aug-17,20-Aug-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Aug-17,20-Aug-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Aug-17,20-Aug-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Aug-17,20-Aug-17,CHI,,,,158051,159930,54740,,,,154639,154080,46410,,,,,,,24945,24936,8505,,,,,,,257,72,,,,
24-Aug-17,20-Aug-17,MEX,43919.76229,39208.67224,12319.22657,15996.47602,28022.20605,7903.44081,0,0,0,9424.60515,9424.142187,2539.683072,,,,6071.429844,3012.566769,769.9516605,,,,,,,2929.894794,2929.564106,961.9049635,44,22,,7,,
24-Aug-17,20-Aug-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Aug-17,20-Aug-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Aug-17,20-Aug-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Aug-17,20-Aug-17,CHI,,,,162913,164088,54880,,,,,,,,,,,,,155800,154308,44345,,,,,,,249,94,,,,
25-Aug-17,20-Aug-17,MEX,37145.06951,41614.42671,14283.79929,,,,27425.04984,23980.60467,9012.347568,,,,,,,2960.758998,3059.63468,906.1950753,,,,,,,,,,44,22,,7,,
25-Aug-17,20-Aug-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Aug-17,20-Aug-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Aug-17,20-Aug-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Aug-17,20-Aug-17,CHI,,,,,,,,,,191689,196186,57610,93965,91520,26290,,,,20244,22328,6580,,,,,,,256,70,,,,
26-Aug-17,20-Aug-17,MEX,0,24182.2802,8463.405654,,,,0,3444.004249,1296.957944,,,,,,,0,2961.839245,930.4455213,,,,,,,,,,22,22,,,,
26-Aug-17,20-Aug-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Aug-17,20-Aug-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Aug-17,27-Aug-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Aug-17,27-Aug-17,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Aug-17,27-Aug-17,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Aug-17,27-Aug-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Aug-17,27-Aug-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Aug-17,27-Aug-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Aug-17,27-Aug-17,CHI,,,,,,,,,,144321,144844,43050,106921,107430,32540,43440,43440,12250,22749,18585,6335,,,,,,,272,92,,,,
28-Aug-17,27-Aug-17,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
28-Aug-17,27-Aug-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Aug-17,27-Aug-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Aug-17,27-Aug-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Aug-17,27-Aug-17,CHI,,,,141640,143280,51240,,,,166724,168119,51940,,,,,,,24526,26611,9065,,,,,,,274,79,,,,
29-Aug-17,27-Aug-17,MEX,84217.38979,63005.56876,19600.24661,,,,,,,,,,,,,,,,,,,,,,6262.854046,6262.854046,1994.951917,44,,,7,,
29-Aug-17,27-Aug-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Aug-17,27-Aug-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Aug-17,27-Aug-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Aug-17,27-Aug-17,CHI,,,,,,,,,,74863,75417,21490,173580,173705,51560,77539,77556,20160,31048,20610,6685,,,,,,,265,88,,,,
30-Aug-17,27-Aug-17,MEX,31521.17063,35319.65026,11034.23953,39731.04889,37132.94429,12599.20899,,,,,,,,,,8822.753172,5991.46951,1847.663527,,,,,,,,,,44,22,,7,,
30-Aug-17,27-Aug-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Aug-17,27-Aug-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-Aug-17,27-Aug-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-Aug-17,27-Aug-17,CHI,,,,103536,103675,34580,,,,144041,145035,48090,59073,58888,18890,,,,20751,26949,9170,,,,,,,273,63,,,,
